Book Title,Author,Highlight,Location
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"Gandhi had focused on the institutionalized racism, violence, and cultural difference that produced individuals like Dyer instead of the other way around. “We do not want to punish Dyer,” he asserted. “We have no desire for revenge. We want to change the system that produced Dyer.”",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"Times’s comment that “Mr Montagu, patriotic and sincere English Liberal as he is, is also a Jew, and in excitement has the mental idiom of the East.”",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"For his part, Churchill not only outmaneuvered his ailing foe but also declared his unyielding support for the rich and fertile White Highlands, located in central Kenya, to remain exclusively white-owned in perpetuity.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"Within two years, tarred for his moralizing and relentless demands for widespread accountability in the empire, Montagu was dead at forty-five.57",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"“The concessions which look likely to be necessary in Ireland harden public opinion against any new concessions in Egypt,” Montagu had lamented. “Anything that is done as to complete independence of Egypt might appear to encourage Indian extremists.”63",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,Zaghlul Pasha,
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"Britain’s monarch wrote to the Home Office and advocated for clemency, but not even His Royal Highness could sway Lloyd George’s government, which was steadfast in holding the authoritarian line.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,Iraq became a playground for weapons testing.,
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"The company had a disincentive, however, to drill in Iraq, given its oil interests elsewhere in the world.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"Britain, according to Lloyd George, had no option but “to make a contract with Jewry.”56",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"Still, not until twenty years later did the greatest threat to a‘yan hegemony emerge when European Jewish settlers with substantial capital entered the land grab in Palestine.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,That the British Empire operated on a shoestring budget was a common theme.83,
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,“altered something deep inside of me; people who owned skins other than,
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,I sell my land and property because the Government compels me to pay taxes and tithes at a time when I do not possess the necessary means of subsistence for myself and my family.,
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"One of the British Empire’s most notorious penal institutions, the Cellular Jail, as it was also known, was built in the late nineteenth century as a “matter of great urgency.”86 At considerable cost, the British government transformed the tropical island from a site of exile into a notorious prison, which further entailed a waterborne journey across the Kala Pani (“Death Water” or “Black Water”).",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,Tegart was often seen driving in his open-top car through the streets of Calcutta with his ever-present Staffordshire bull terrier perched on the hood.,
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"Annie Besant,",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"Petrie wanted registers that identified “bad” villages for punishments and “good” villages for rewards like tax remissions, as had been done in India.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"The eponymous “Tegart Wall” was an infamous barbed-wire fence that stretched eighty kilometers from the Mediterranean to Lake Huleh, with concrete guard posts, or “pillboxes,” interspersed at strategic points.100",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,In the long run the adoption of repressive measures from the very start will probably be both the most expedient and the most humane way of restoring peace,
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"He careened about the mine-filled roads of Palestine in a shabby open-air 1937 Studebaker, carelessly taunting the Arab assassins who had been picking off colonial administrators, suspected informers, and police officers at will.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"Yishuv, and warned officials in London that “if Jewish units are allowed to act offensively against Arabs in Palestine, I fear the chances of the two people ever living together amicably will vanish for generations.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"Moshe Shertok, head of the Jewish Agency’s political department, wrote that the methods were anathema to the “innate inhibitions of the best of our people.”125",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"In effect, while hundreds of thousands of Jews desperately sought passage out of Europe, Britain closed down their Palestine escape option.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"British officials sacrificed their onetime Zionist allies for strategic necessity. Britain needed wartime support from its Arab client states and a reduction in troop commitments to Palestine. As far as London was concerned, the Jews could hardly jettison Britain in the face of Nazi anti-Semitic policies.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,That nearly 25 percent of the empire’s trade passed through the southern tip of the Malay Peninsula and on to the Indian Ocean added economic purchase to the island’s value.,
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"For those who remained, internment camps, typhoid, and cholera soon followed, as millions of subjects were left to face the consequences of British imperial hubris.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"Japan’s “bicycle Blitzkrieg” was brilliant in its efficiency: as tens of thousands of Hirohito’s soldiers pedaled furiously southward, British forces mistook the din for enemy tanks rumbling through the colony’s arteries.5",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"By the end of the war, over 100,000 British subjects in Malaya and Singapore would perish from Japanese brutality, disease, and starvation.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"Franklin Roosevelt and Winston Churchill, Newfoundland, 1941 At home, the president fought a bitter battle with isolationists and was determined not to make the same mistakes as Woodrow Wilson. Along with misreading the isolationist landscape after the First World War, Wilson had believed in colonial reform rather than immediate liberation, though on this score he was not terribly far from broader American sentiment.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"the future world order would be based in large measure on the power, prosperity, and prestige of the British Empire, as it had in the nineteenth century.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,is quite a separate problem from the progressive evolution of self-governing institutions in the regions and peoples which owe allegiance to the British Crown.,
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"rounding up and detaining enemy aliens, most of whom were European Jews who had managed to find refuge in Britain.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"Others were deported to Canada for internment there, though nearly twelve hundred didn’t make it, drowning when their ship was torpedoed off the coast of Ireland.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"Nigeria’s colonial administration impressed nearly 100,000 Africans into open-cast mines on the Jos Plateau. Tanganyika saw 85,000 Africans conscripted into farms and plantations that yielded sisal and other products. When workers went on strike on the Northern Rhodesia copper belt in 1940, and in the Bahamas in 1942, the police and military opened fire on them. Force as an instrument of control proliferated during wartime, as the survival of the British nation was at stake.81",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"Earlier, FDR had exerted pressure on Churchill to introduce a transitional government. “I reacted so strongly and at such length that he never raised it verbally again,”",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"He attacked Britain’s Black Hole of Calcutta myth by demanding that the Raj remove the Holwell Monument, an obelisk in the heart of Calcutta that commemorated the soldiers and residents who died in the so-called Black Hole in 1756.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"do not fancy being treated like a wild beast in a cage with occasional rope allowed so that I can move a few feet if I behave myself …. Where force prevents me from acting as I wish, I have to accept it, but I prefer to retain such freedom of mind and action as I possess.”93",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"By the time of his release in the spring of 1944, the Congress’s spiritual leader had severe malaria, hookworm, and amoebic dysentery, all of which exacerbated his kidney and heart problems.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"But in the colonies any man who speaks for his country, who tries to do for his own people what Englishmen are so proud that other Englishmen have done for theirs, immediately becomes in the eyes of the colonial Englishman a dangerous person, a wild revolutionary …. What at home is the greatest virtue becomes in the colonies the greatest crime.13",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"Like James, he embodied the civilizing mission’s original, progressive aspiration: the creation of a Black Englishman, at least in comportment if not in ideology.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,The Colour Bar in Britain is certainly creating much anti-British feeling among colonial intellectuals and students. It has helped to mould many a future anti-imperialist leader of the coloured peoples. The British people are creating their own grave-diggers!,
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"He spoke a language of racial capitalism and in 1931 published his first tour de force, The Life and Struggles of Negro Toilers",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,The first was the Italian invasion of Abyssinia in October 1935.,
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,Differences between Conservatives and Labour were often a matter of degree rather than kind when it came to imperial issues.,
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"Indeed, when some ILP members balked at sanctioning Italy for its imperial aggression, Padmore drew a bright line between right and wrong on the Abyssinian issue.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"but within their own Empire, where their ruling classes have filched the lands from the natives whom they have forced to work for them in wretched conditions and for less than starvation wages; where they have turned the whole land into one large concentration camp.”",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"Why, it seems to me that violence is the high priest of imperialism.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,The democratic rights which we enjoy in the British Isles are due only to the oppression which is practiced within the British Empire.,
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"Souls of Black Folk, Du Bois also bore witness to the unholy trinity of racism, capitalism, and imperialism,",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"They viewed fascism as a blood relative of slavery and imperialism, global systems rooted not only in capitalist political economy but racist ideologies that were already in place at the dawn of modernity.”",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"Of all of them, it was Padmore who cut to the heart of liberalism’s twinned ability to emancipate and repress, and to illuminate and obfuscate.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,together threw into relief liberal imperialism’s moth-eaten promises of redemption at some unspecified future time.,
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"with land, energy, markets, and a population outlet that fueled the industrial revolution and ensured Anglo-Saxon greatness.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"“No people has ever with greater brutality better prepared its economic conquests with the sword, and later ruthlessly defended them, than the English nation,” Hitler effused in Mein Kampf",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"Britain deployed master and servants contracts, which criminalized labor contract violations, and repressed incipient trade unions.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"Progressive notions of reform were anathema to Nazi ideology, as were any future imperial divestments.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"Nazi extremism, rooted in racial purity, led to the creation of a regime that bureaucratized and systematized exterminations on a mass scale.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"On the other hand, many Americans were hostile toward the idea of supporting a British war effort if it meant donating cash and lives for the perpetuation of an anachronistic empire.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"the effect of contact with European civilisation is to undermine the foundations of the native system of government, and to produce a state of anarchy which necessitates further intervention.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"Ellen Wilkinson, left-leaning Labour MP, drove this point home when she asked whether the omnipresence of British troops “is not being used to overawe people who are making a perfectly legitimate protest against low wages?”81",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"“it was an article of faith among nineteenth-century nationalists that a person without a nation was barely a person at all,”",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"“non-self-governing territories,” and the UN had no right under the charter to interfere with them.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,“there is no New Deal for the black man …. Colonialism and economic enslavement of the Negro are to be maintained.”,
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,Their leadership capitalized on the fact that some Britons preferred the idea of voting against their economic best interests.,
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"“prophet of British imperialism … a jingo imperialist, he is morally insensitive and aesthetically disgusting.”",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,England is perhaps the only great country whose intellectuals are ashamed of their own nationality.”,
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"“Teachers, fed on Seeley’s imperialistic work The Expansion of England, and often great readers of Kipling, spelled out patriotism among us with a fervor that with some edged on the religious.”",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,It is probable that many people who would consider themselves extremely sophisticated and “advanced” are actually carrying through life an imaginative background which they acquired in childhood.,
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"“The result will be that our own democracy will be tainted, and our democratic systems will crumble, eaten to the heart of their supports by the autocracy of our dependency rule.”",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"“giving a child of ten a latch-key, a bank account and a shotgun.”43 Few in Parliament disagreed, at least in principle.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,was largely devoid of seasoned expertise on colonial matters.,
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"Keynes believed that to avoid a financial Armageddon, Britain had to slash defense spending, ramp up exports, and, crucially, secure a loan from the United States.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,“A visitor from Mars might well be pardoned for thinking that we were the representatives of a vanquished people discussing the economic penalties of defeat.”,
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"bludgeon imperial preference, which discriminated against those countries, including the United States, who were outside Britain’s imperial system of trade by hitting their goods with tariffs while lowering or eliminating tariffs for those countries and colonies within the system.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"The Americans wanted to force the doors of free trade open, much like the British had done in the early and mid-nineteenth century, through the strength of its economy, and they were willing to go to great lengths to make that happen.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,Access to the London capital market had particular importance in the 1950s because other markets were heavily restricted by capital controls under the Bretton Woods system.,
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"In effect, Britain was using its monetary policies to profit from the empire.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"This meant that raw materials from the empire, in particular, could be exceedingly important to Britain in the years ahead because they generated surpluses that would offset Britain’s massive deficits.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"After the war, many of these same territories were Britain’s creditors due to wartime loans.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,"Truman Doctrine, dependent as it was on Europe, continued to underwrite the sterling area and trod lightly on Britain’s imperial consensus and policies of resurgence.",
Legacy of Violence: A landmark history of the British Empire - and the violence that built it.,Caroline Elkins,“the dissolution of the [British] empire was not in our interest as there were many things the Commonwealth could do which we could not do and which we wished them to continue doing.”,
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"This space of life, sometimes termed the critical zone, is as large, relative to the Earth, as an apple’s skin to its flesh.",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"The acceleration of its underlying causes, too, is an astonishingly recent phenomenon: more carbon has been emitted since the fall of the Berlin Wall—or, as David Wallace-Wells observes, since the premiere of Seinfeld—than in all previous human history.5",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"In economics, however, the astonishing transformations of our planet are frequently attributed to a surprisingly narrow cause: the absence of price.",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"Pavan Sukhdev, for example, argues that the “economic invisibility of nature” has serious consequences, insofar as no one pays to preserve the Amazon’s “rain factory” or for insects’ pollination services.",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,Jean-Baptiste Say,
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"Marilyn Waring, by",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"Herman Daly,",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"But if capitalism is characterized by relentless commodification, then its continual failure to value many kinds of nature is puzzling. It suggests a different question than the one usually asked: not why shouldn’t these incredibly useful activities be commodified—but rather, why haven’t they been?",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,without payment or replenishing;,
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,but it is only a subset of a much deeper problem with human relationships to nature.,
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"The driving force of much Enlightenment thought was the imperative to separate the natural from the political—to debunk superstition, deflate myths, disenchant the world.",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"Raymond Williams once suggested, but so complex as to be unusable altogether: too liable to act as ideological cover, too imbued with moral and cultural expectation, too rooted in Cartesian dualism",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,that climate change signifies not the end of nature but the end of the social; the end of a distinctively human history.,
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"the achievements we attribute to human action and ingenuity rest on material conditions that we have often taken for granted, but no longer can.",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"Yet on the other, we live on an inhuman Earth replete with agencies we do not control or even understand.",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,The project of political theory is fundamentally one of coming to terms with a world in flux.25,
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"also a material enterprise, and hence a natural one.",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,central claim of this book is that one of the densest sites of interaction between nature and politics is in the material realm we call the economy.,
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,Anne Robert Jacques Turgot,
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,there can be no real reciprocity for a gift from God.,
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"Georges Bataille and Jacques Derrida, for whom the gift consists in a pure and absolute form of generosity that exceeds the possibility of return altogether—and thereby stands outside the logic of exchange.40",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"For anthropologists like Marcel Mauss and Karl Polanyi, it is the fundamentally reciprocal nature of the gift that illustrates the possibility of exchange without the commodity form: the gift stands as the central social relation of noncapitalist societies.43",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,radical reciprocity on,
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"it provides a clue that the free gift is not timeless or universal, but rather a category defined in relation to the market.",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"Such analyses have flourished in recent years, whether tracing capitalism’s reliance on fossil fuels and its pursuit of growth or condemning its extractivism and drive to dominate nature.48",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"nature,” he claims, is a gift only to capital. Where the means of production are privately owned, capitalists alone benefit from nature’s contributions; they alone lay claim to the wealth that nature bequeaths.",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,capitalism is a specific rather than eternal form of society.,
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,that capitalism limits our ability to treat nonhuman nature as something other than a free gift.,
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"What is so troubling about capitalism, in my argument, is the way that its singular form of value restricts the fundamental human project of determining values for ourselves—not as individuals, but collectively.",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"attend to collective intuitions that something is wrong when people are forced to breathe toxic air, when caregiving is largely unpaid, when species are driven to extinction, and attempt to spell them out more clearly.",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"“hidden abode of production,” the polluted environment, the reproductive household, the regenerative ecosystem—as",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"the low value of reproductive labor, the worthlessness of ecosystems—not as discrete issues in need of solutions, but as interrelated consequences of a common cause.",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"For Theodor Adorno and Max Horkheimer in 1944, nature was the realm of “inexhaustibility, endless renewal, and permanence”; for Hannah Arendt in 1958, an “unceasing, indefatigable cycle.”65",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"radical disjuncture between abstract exchange and concrete use value,",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,They illustrate that many kinds of nature can be valued only through political means.,
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"Simone de Beauvoir’s account of freedom as situated, embodied, and ambiguous in offering an account of freedom for a finite material world—and",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"mere object could it be mined, its woods cut down for timber, its marshes drained; only with the death of nature could industrial production be unleashed.",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,“Nature/Society binary” has informed capitalism’s own internal structure: Cartesian,
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"Capitalism, in other words, both relies on and actively reinforces the idea that nature and society are distinct.",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"The separation of laborers from the land, many subsequent ecological critics claim, has also alienated people from the more-than-human world.",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"The expropriation account thus highlights the violent, coercive processes lurking beneath capitalism’s ostensibly peaceful relations of exchange, claiming that these are its true reality.",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,Søren Mau,
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,immanent approach,
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,Violence isn’t just lurking beneath the surface of voluntary exchange; it’s embedded within those seemingly bloodless relationships.,
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"We treat nature as a free gift because of the way we relate to other human beings through wages and exchange—relations which structure our basic actions, and from which nonhumans are constitutively excluded.9",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,Alfred Sohn-Rethel calls a “real abstraction”—a concept that structures action even in the absence of conscious intent.10,
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"All other sectors were unproductive, ultimately parasitic on agriculture. The",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"Nature’s role in agriculture was most obvious: “there is a process performed by the soil, the air, the rain, and the sun, wherein mankind bears no part, but which nevertheless concurs in the creation of the new product.”24 The",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"“The abundance that fueled Chicago’s hinterland economy,” William Cronon writes, “consisted largely of stored sunshine: this was the wealth of nature, and no human labor could create the value it contained.”",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,Bathsheba Demuth’s description of how the work of plankton and whales contributed to the blubber sought by whalers.39,
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"In a society ordered by class, Marx argued, nature’s gifts did not give to all, but to capital alone.",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"is not a thing, but a social relation between persons which is mediated through things.”47",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"Rather, they play a part in a vast interdependent web in which production is at once privately organized and socially coordinated through exchange.",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,tendency to mistake a thing’s natural form for the social relations that make it strange.60,
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"The persistence of things with use value but not exchange value presses us to ask how, in constituting some things as having value, capitalism",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"These two aspects of the free gift—cost as assessed in terms of exchange value, and control as mobilized through physical form—are",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"a Hegelian commentary on the way that human spirit extends itself into the world, realizing itself in nature.",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"“A bee,” Marx notes, “would put many a human architect to shame by the construction of its honeycomb cells.”",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,“Man not only effects a change of form in the materials of nature; he also realizes his own purpose in those materials.”67,
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"capitalism separates the conscious aspects of design from the work of execution, the work of thought from the work of construction, intellectual from manual labor.",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"By contrast, recall here Soper’s claim that the “natural form” of human beings is radically “underdetermined” by anatomy, physiology, and other biophysical conditions.86",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"They are purchasing the ability to direct someone else’s action; as Andrès Saez de Silicia puts it, the “right to command a certain amount of labour time.”",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,can sell the discrete and bounded use of their “mental and physical capabilities existing in the physical form” without selling themselves.93,
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,capitalism relies on many kinds of ambiguously free and nontraditionally waged relations.,
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,anthropocentrism of the wage.,
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,But capitalism’s dynamics render it particularly unable to take the interests of nonhumans into account.,
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"successful subsumption of nature does not obliterate the qualities of the material world itself, or the autonomy of its many and variegated entities.",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"Subsumption is always accompanied by what I describe as suprasumption: the existence of matter in excess of its subordination to capital, which often constitutes obstacles to accumulation. The content of natural forms, in other words, feeds back into the appearance of social forms.",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"an owner. Rent, as Marx observes, is the “price",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"Recall Marx’s claim that “capital is not a thing, but a social relation between persons which is mediated through things.”",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"As Fredric Jameson observes, the practico-inert describes “objects which are not mere things and agencies which are not exactly people either.”112",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"It lies, too, in more sobering reminders of the ways that the world really isn’t under human control: the possibility, for example, that the monsoon might fail one year, or that climatic conditions could change drastically even without human alteration, as indeed they frequently have",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"residues, excesses and superfluities—the",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"Capitalism is degrading our earthly home—and the burdens of that destruction are borne unequally among human beings, just as capitalism’s benefits are unevenly distributed.4 Capitalism",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"capitalism, as Marx claims, robs both the worker and the soil; that it doesn’t pay its true ecological costs, just as it doesn’t pay the worker the true value of their labor.6",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"Freedom, in turn, consists in the possibility of choosing to be other than what we are, and taking responsibility for what we decide. It is precisely this kind of indeterminacy—the idea that human social life can be other than what it is—that underpins the critique of social forms, as we have",
Free Gifts: Capitalism and the Politics of Nature,Alyssa Battistoni,"Proletarians, he claims, are “doubly free”: free to work for whomever they please, but also free of property—and thus free to starve if they can’t find a way to trade their sole asset, their own bodily capacity, to those who control all the other things that reproduction requires.",
